Name,Datetime,Block_ix,Trial_ix,Sound_x,Sound_y,Reversed,Category,Similarity,Notes,Repeat,Response_time,workerId,assignmentId,hitId
subjCode,"October 28th 2017, 10:27:29 pm",1,2,185,238,1,tear,1,None,0,31987,workerId,assignmentId,hitId
subjCode,"October 28th 2017, 10:27:37 pm",1,3,86,185,1,tear,1,None,0,1491,workerId,assignmentId,hitId
subjCode,"October 28th 2017, 10:27:57 pm",1,4,486,537,0,tear,1,None,0,14075,workerId,assignmentId,hitId
