subjCode,"October 28th 2017, 10:22:39 pm",1,1,62,181,0,tear,1,None,0,1020,workerId,assignmentId,hitId
subjCode,"October 28th 2017, 10:22:46 pm",1,2,185,238,1,tear,1,None,0,3155,workerId,assignmentId,hitId
subjCode,"October 28th 2017, 10:22:46 pm",1,2,185,238,1,tear,1,None,0,3155,workerId,assignmentId,hitId
